Project,CT1,CT2,CT3,CT4,CT5,CT6
JRACLOUD,344.01215277777777,26.644791666666666,344.0126736111111,33.875,247.60555555555555,33.30763888888889
MDL,59.24131944444444,,59.24131944444444,22.530555555555555,22.530555555555555,22.502083333333335
SERVER,43.67395833333333,5.9006944444444445,43.67395833333333,12.932986111111111,13.125,12.791666666666666
