Project,CT1,CT2,CT3,CT4,CT5,CT6
SERVER,43.67395833333333,5.769097222222222,43.67395833333333,12.932986111111113,13.084375,12.788020833333333
MDL,59.24131944444444,,59.24131944444444,22.530555555555555,22.530555555555555,22.502083333333335
JRACLOUD,344.01215277777777,25.94704861111111,344.0126736111111,33.875,251.7746527777778,34.72430555555555
