Project,CT1,CT2,CT3,CT4,CT5,CT6
SERVER,14.26736111111111,1.0590277777777777,14.26736111111111,5.694444444444445,5.7965277777777775,5.226388888888889
MDL,19.357291666666665,,19.375694444444445,11.065277777777778,11.065277777777778,11.034027777777778
JRACLOUD,59.723958333333336,7.395833333333333,59.723958333333336,8.961805555555555,75.10833333333333,8.891666666666667
