pct_creation_null,pct_resolution_null,pct_estimation_null,pct_inprogmin_null,pct_resolutiontime_null,pct_storypoints_null,pct_sprint_null
0.0,0.2305,0.8572,0.0,0.0,0.8572,0.9051
