Project,CT1,CT2,CT3,CT4,CT5,CT6
JRACLOUD,0.0,0.0,59.49409722222222,7.001388888888889,48.14791666666667,0.0
MDL,1.417361111111111,0.0,19.200694444444444,11.0,10.990972222222222,10.791666666666666
SERVER,9.041319444444444,0.0,14.239583333333334,5.378472222222222,5.709375,5.092013888888889
