Project,CT1,CT2,CT3,CT4,CT5,CT6
JRACLOUD,4.561111111111111,0.0,343.7572916666667,27.43611111111111,244.85729166666667,15.184027777777779
MDL,26.363888888888887,0.0,59.09513888888889,22.544444444444444,22.546875,22.43888888888889
SERVER,37.09513888888889,0.9178819444444445,43.67916666666667,12.910069444444444,13.062847222222222,12.770486111111111
